,monday_tweets,friday_tweets,april_tweets
173,"RT @mkink: Thanks @rontkim for the fierce fight for budget justice:

“This is the last hour. We’ve got to hold this line to make sure we ge…",RT @eggshellfriend: If my friends called the day i died “good friday” i would literally never get over it,RT @mispolms: using april fools to gauge public response to some of the new kins I'm working on
174,"RT @Roshan_Rinaldi: On Monday, in an unscheduled visit, President Biden and first lady Dr. Jill Biden went to the Vietnam Veterans Memorial…","RT @rockcreektweet: It’s Friday...but Sunday is coming!!
“Jesus shouted again with a loud voice and gave up His spirit.” Matthew 27:50

ON-…","RT @ProjectLincoln: On this April Fools Day, let’s remember what a joke the GOP has become."
175,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",RT @jenkatesdc: Happy Friday everyone!  @DollyParton got her second dose! #COVID19 #vaccinated!,april fools day is the cruelest holiday for someone with no sense of time
176,"RT @passioncrochet_: Anyone down for a 📌for📌??? 

Comment when done, I also follow back!!! 🤗

💸Manifesting sales for all this Monday💸","RT @HANAtruly: JOIN US FOR TECHNOGOTH FRIDAY 

https://t.co/KO4XV5YKXH https://t.co/4xkmAfv4am",RT @BriannaWu: Thread: The story of how @mattgaetz became a target of the Trump justice department is even crazier and weirder than you can…
177,Maybe Monday? [ Collateral Gamage | Professional Punning ] !discord https://t.co/EqfFbbTQSZ,"RT @DNPthree: Like this tweet for $100 - winner chosen in 70 minutes at start of stream.

Stream starts at 9:00PM EST. 

Happy Friday",April 2021 Book of the Month https://t.co/U6cF3d6uEN @HarCoLiving @PeggyWirgau @IronStreamMedia #Confratulations!
178,RT @tylapeace: Natural Monday just relaxing 😌 https://t.co/lYcUIwDFOf,"On Friday, Gov. Ducey blasted Phoenix for enacting park restrictions on Easter weekend &amp; Mayor Gallego swiftly push… https://t.co/FOrj9U3uwR","RT @ianlauerastro: Here’s one of my most requested prints, the Winter Milky Way over the volcano Haleakala!

Aaaand it will be available IN…"
179,RT @NVIDIAGeForce: Monday morning vibes in The Fabled Woods with #RTXOn 🌲 https://t.co/FiNrfaJGnG,"It’s the thoughtfulness &amp; effort for me. 

Happy Good Friday! 😍💛✨✨ https://t.co/jlFZOUQrrO","RT @AmitShah: The kind of foul and derogatory language DMK leader A Raja has used for late mother of Tamil Nadu CM, shows DMK has no respec…"
180,RT @HNGrindX3: It’s Monday Join us tonight 6pm PST with @BettingInHeels @XkalcammyP @MaddenThejo on Hu$tleNGrind with amazing Host from Pic…,RT @onlyfans1promo: Want Generous Fans Friday 💸 Drop OnlyFans link ✨ Retweet &amp; Follow Us ⭐️,Mother Nature said April fools huh
181,"RT @Biggity04: Monday Stack Sale
Lot 8
$0.50 each 

1-4 cards $1 PWE
5+ cards $4 BMWT
@HobbyConnector @Hobby_Connect @sports_sell https://t…","RT @AyandaThabethe_: Spiritual Ginger 💫

- Happy Easter Friday xxx https://t.co/M4MUGtyKua","Because of such a warm reception &amp; amazing reviews from those who have viewed our two most recent exhibits, we are… https://t.co/McbBx3J4e8"
182,"RT @ChiefKacey: It's Arena Kings Monday! And we're making a push for 700 elo in blitz! Come on by for chill grooves and smooth moves~

🔥Sta…",RT @deadbeatvlntin: it’s fat cock friday,"RT @OhItsK32: April will be filled with happiness. 
April will be filled with positivity. 
April will be filled with progress. 
April will…"
183,"day 2 of pokemon chibi fantasy. live in my truck...i mean live on my twitch...tv/SoloXorcist7

happy monday https://t.co/OdixeTnibV",friday https://t.co/g0EGT8DDmu,RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
184,it's only monday and the work week has already hit me like a truck. idk how much longer i can do this,"We are still rolling with GTARP! 

https://t.co/aEj9DpqVfN

Happy Friday! We are drinking! https://t.co/Lid1oSIlFR","RT @SaskHealth: An Open Letter to the People of Saskatchewan from your Community Medical Health Officers in Saskatchewan. This Easter, Stay…"
185,"RT @Ki_M66: My tl an ordinary Monday in the fandom - because no day of the week is ordinary in this fandom! 😍
#CanYaman 👑 https://t.co/rjdi…","Fuck a bar or a club, this is my kind of Friday night! Let’s GO!!! 😤 @chuzefitness",RT @TheJitNextDoor: cheat on her today and tell her it was an april fools prank
186,RT @wolftummy: happy Fat Mae Monday :P https://t.co/c0pYos3FE4,"@mattgaetz Friday night, everyone’s gone home for the weekend, a great time to retire, I mean resign.

#WaterGaetz 
#GaetzGate 
#PizzaGaetz","RT @ProjectLincoln: On this April Fools Day, let’s remember what a joke the GOP has become."
187,"Our first broadcast of ENHYPEN's All Night Nippon X (Cross), thank you for tuned in ENGENEs, we go to see you again… https://t.co/BMUWaPm3vn",RT @baldo_castaneda: It’s Friday baybe https://t.co/DFVcThC9Uf,"RT @realQuig: My life may be an april fools joke, but this stream isn't, COME WATCH https://t.co/YBRwuY8B4u"
188,This is the second time I keep thinking it’s Tuesday when it’s clearly Monday. Idk why it keeps happening,"@RepJeffDuncan @MLB Listen, Jeff, it's Friday, which means you have the entire weekend to read the US Constitution.… https://t.co/bxzZfXJPm0",im trying to calculate the chances of april being in the promo i feel like its about time for that by now right
189,"RT @USAMRIID: @JLo I just called ya MONDAY Motivation @JLo 

It's called #BOOTYBOXING 

@AROD 

This things that flow in my mind 

Zi

My b…",RT @JulesiTango: @an_leavy Nurses in Aged Care now not being vaccinated by Fed govt and told to get in line at their GP clinic with everyon…,RT @lisabaduola: Rent is due tomorrow and it’s April fools. That means rent is a joke. Don’t pay it.
190,RT @katyperry: you on this Monday after ur 3rd iced coffee... but good thing ur hyped cause #AmericanIdol is on again tonight! https://t.co…,"RT @RadziwillLee: Picture it. Palm Beach.
Good Friday, 1961... https://t.co/ZR7nlOBIgd","RT @X_iTweetRandom: don’t come around me with that april fools rasshole today .
my anxiety and mental health ain’t got the time for that ch…"
191,"Mavs will start Doncic, Richardson, Finney-Smith, Kleber, Porzingis on Monday.","RT @Doogle87: Friday Red Dead Online Stream!! #reddeadonline #RedDeadRedemption2 #ps4 #twitchstreamer 

Stream Link: https://t.co/IrjP8wRLj…",@orynishii Lol April fools funny as hell
192,"RT @imgrund: MONDAY, MARCH 29th: GLOBAL COVID-19 STATUS

🌎 WORLD 🌎
    Weekly Cases Per Capita
    Growth Percentage

⭐️⭐️ https://t.co/6rM…",From WWL TV: Fifth district shooting leaves man injured and in stable condition Friday https://t.co/Nl0X6ebyPj,"RT @gisdnews: Notice – Due to unforeseen circumstances, Choice of School results for students entering grades 1-12 will be released beginni…"
193,"RT @candyuk19: As we can’t donate actual easter eggs to @AlderHeyCharity this year, how’s about donating the pennies you’d normally spend?…","RT @RichardGrenell: It’s Friday and hope is lost....

Death seems to have won,
Judas has betrayed Him,
His best friend denied Him,
His moth…",The usual stuff.  Happy April fools day!  https://t.co/2Ch16eDcfy
194,RT @jjjosalynn: Never miss a Monday like Kylie Jenner said https://t.co/f0EZ4kcetZ,"RT @johncardillo: ICYMI: A black Muslim Farrakhan supporter attacked the US Capitol on Good Friday, one of the holiest days of the year for…",RT @earthdombaby: Me waking up on the first day of April like: I SMELL TAURUS SEASON https://t.co/HrmPptLOD2
195,"RT @SB19MTVFLS: Channel Radio Song of the Week
Starting tonight Monday 9PM PHT until 9AM Sunday PHT.

🔹Vote What? - SB19
🔹1 Vote/Day/Acct (…",RT @SportsCenter: The Houston Police Department has launched an investigation concerning Deshaun Watson after a complainant filed a report…,"RT @Doobel_S: This year I am raising money for @DirectRelief, an incredible humanitarian aid organization, whose mission is to improve the…"
196,dissasociating to make it thru my monday double after almost unaliving myself during shit show sunday,OMG it’s Friday!!! New Penthouse ep😝,RT @AmazingPhil: HEY GUYSS! Can’t believe it’s already April 2011?!? Come have a big LOL on @app_stereo  at 9pm with me and Danisnotonfire…
197,"@OnlyFansHero Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos for… https://t.co/svktCY2zWk",RT @brixana_: Casual Friday https://t.co/wogBHgmCda,RT @disneyplus: Happy April “Fools!” Day. #AprilFoolsDay https://t.co/0xR9Zkt34T
198,At least it's monday,"RT @MapleLeafs: Friday Night Lines.

#LeafsForever | @bochnereye https://t.co/vlB8ZQTLB4",@dilucIvr ITS APRIL WTF
199,RT @paulvieira: Canadian authorities recommended Monday a halt on administering the AstraZeneca PLC Covid-19 vaccine on people under the ag…,RT @cosmicseashanty: Fordola Friday!! https://t.co/h3U9GjNcjx,"RT @peckiihydnellum: for april fools day please be mindful of people with psychosis. dont mock DAs, dont pretend you never existed and was…"
200,"RT @Planetary_Sec: 🚢 

The Ever Given is once again afloat. It was partially freed early Monday. 

It is estimated that the blockage costs…","RT @AgainInMay: Preview of our song “Waves” out in one week, Friday, April 9th. Pre-save at the link in our bio! https://t.co/9LOdm4hjxo","RT @A100888: $ 40 🎹 Rp 540,000 🎹 1,840 PhP

🔸RT,Like,Follow me and 

@Xenos_Giveaway

🔸Turn notifs on for both of us 🔔

🔸Post Proof ! 

🔈En…"
201,"The Thunderstorm, Monday Night Live featuring ElleJai https://t.co/Fc7kHPwSgv","Celebrating my 1-year anniversary @WOLC  online,  absorbing the theology, teaching, the exemplary pastoring of… https://t.co/q23lNJzyww",@Justin_Fiedler I was over April Fools when I turned 12
202,RT @LvLUpLive: NOW LIVE! You made it though Monday! Now come hang out with @KourtsideKing and @Phiask0 to get all the latest #gaming and #e…,Finally got a vaccination appointment!  💉  Happy Friday! https://t.co/e3fdycCEYG,((Just a reminder that I turned this account into a househusbu Zhongli RP account for April Fool's!! Will go back t… https://t.co/YDQcHcqY0K
203,No Monday blues here 💕💕 https://t.co/945Z8Ie0px https://t.co/7QSluhQSV6,"RT @alexclapham: If you dedicate just 6 minutes to the internet today, dedicate them to this video of Marcelo Bielsa speaking on his findin…",RT @LtlPaperForest: Happy April! 🌺 I’m having a 15% off Spring Cleaning Sale in my Etsy shop from April 1st-5th! ✨ I’m hoping to make room…
204,RT @CTVLondon: The province made a Monday afternoon announcement that Middlesex-London would enter back into the red-control-zone by Tuesda…,hmm friday night,"RT @kureiiro: ✨ Genshin Impact Preorder + Giveaway! ✨

Shop Link | https://t.co/6L7St8Bli0

Giveaway Info:
✦ Retweet (no QRTs)
✦ Winner get…"
205,"On Monday, @IDHW reports 335 new cases and 3 new deaths for a total of 179,763 cases and 1,957 deaths. Today, Idaho… https://t.co/1yvUByQzdy",RT @funder: Here’s a string of questionable receipts from Matt Gaetz’s campaign filings. Have a nice Friday.,"RT @BgyoUnofficial: UPDATE!

The Light|Official Music video|BGYO

🌀BGYO Official

Current Count : 2,698,161

As of April 1  of 1:19 pm

Kee…"
206,RT @AngelaTheAwful: Everything was going fine until Monday came and ruined it.,FRIDAY IS HERE!!!! What do you do on a day off? #Friday #twitchtv  #twitchstreamers #twitch #Streaming #streamer… https://t.co/drNgdEgghQ,Definitely announcing my pregnancy on April 1st
207,RT @IpsunSolar: Happy Monday! Spring is here for sure. It was a gorgeous day to install these great-looking Q Cell Duo Black solar panels!…,"RT @BGEA: In a special Easter message, @WillGraham_4 explained the full meaning behind #GoodFriday—and how the historic day has the power t…",RT @derekedwardsgb: hi @WilliamHill april fools. just stuck 1000 quid on red as an april fools prank but it lost. so can i get me money bac…
208,The Bolin Alley/ Monday Night Raw LIVE stream watch a long. https://t.co/7mnHsh1M6T,"RT @taylorgarron: i love hearing the call to prayer at the mosque down my street, i love hearing the shabbat siren every friday evening, i…",@mtgreenee I wish this was an April fools joke
209,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",RT @rolga77: I’m out of here. Good night and happy Friday 🍹 https://t.co/wS2veT8x0S,RT @khalilorbekilld: The April Aries have arrived &gt; https://t.co/Xtwfl7gVA3
210,"RT @imgrund: MONDAY, MARCH 29th: ONTARIO REGIONAL COVID-19 BREAKDOWN

👶👴 Age Distribution / Breakdown 👵👦
     
☠️ Monthly Death Projection…","RT @JennaEllisEsq: Amazing day with @realDailyWire! 

Excited to join @MattWalshBlog and @robbystarbuck with @RealCandaceO FRIDAY on her ne…","RT @samaanthaax_: Men deserve the world ♥️

Happy April Fools Everyone"
211,RT @MDegen55: @MDegen55 Nice Monday @iges2u @pocs80 @sadino22 @koshaid1 @nlopes952 @piaroos1 @jalberg8 @Star_Medd @debbslovesnate @FabischK…,"RT @NationalFile: Nation of Islam follower Noah Green declared that the U.S. government was ""the #1 enemy of Black people"" shortly before p…",RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
212,"RT @LiveTweetsCal: The Monday Action Movie #LiveTweet of ""Return of the Man From UNCLE"" (1983) begins at 8pm ET

Hosted by @revmagdalen

Fo…","I wouldn’t already be in my PJs this early on a Friday night 

#IfIWere16Again",Watch Godzilla vs. Kong on HBO Max April 1 in uk. Godzilla vs. Kong will be available to HBO Max subscribers the sa… https://t.co/Kgi4kMC2pC
213,"RT @MyDesert: Eligibility does not matter as long as you're age 16 and older, and live or work in the county. https://t.co/4AqlFiI7pI",It's Friday night! And the feeling's right! It's time to live tweet #MacGyver,RT @MBForex: US #Dollar Outlook: $DXY Breakout Vulnerable into April Open / #NFP - $USD Levels -  https://t.co/YvmedKGZFj https://t.co/0XVe…
214,@blakeberginuk Hope you had a fantastic Monday Blake🖤😘 https://t.co/r6pgZbobg5,I'm horny every Friday whether it's good or bad https://t.co/qZR3fCrnM3,RT @Pastor__West: You will touch sooo much money in April! 🤩 claiming it now..
215,@monday inspirational moment https://t.co/Pb6PWIuOAS,"RT @jordynejoness: Happy Friday!! And to answer the question, no❤️ he can’t come in https://t.co/q75F9RhJx9","RT @_XboxNews: No it's not an April fools' joke, Outriders is available today on #Xbox Game Pass! https://t.co/QcNiEdBoMx"
216,RT @KylieJenner: no filter. happy monday 🤍 https://t.co/hwIZ3IXLNC,"@justoamuse Yes, boss. Friday, 23 April 2021 at 12:00 GMT+0000. One new reminder, coming right up.

https://t.co/pBXfRKrD6v",RT @_angelavenger: Fuck April fools bitch I will 360 spin kick you in your fucking jaw bitch fuck you
217,@troupestar28 @_coachevans I mean if you tryna skip school Monday and come play we won’t tell nobody 🤣,"RT @John_barron_19: Have a blessed Good Friday, everyone! #GoodFriday https://t.co/SUKI7iK4zb","RT @VexKing: HELLO APRIL 💫

• Upgrade mindset
• Set new intentions
• Take positive actions
• Attract great blessings"
218,"RT @DNPthree: Like this tweets for $100 - winner chosen in 60 minutes at start of stream.

Tonight we’re doing giveaways and one lucky view…","""Hey it's Darby-free Friday with your fun host: Indy! Who wants to see a thread of Seattle spring adventures with m… https://t.co/lpxGArF1KZ",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
219,"RT @helloiammariam: Saw this on Instagram just now and I’m sharing here. 

19 year old Richard Okorogheye has been missing since Monday.…",RT @JohnFugelsang: This Good Friday remember that if there was no Death Penalty Jesus might still be around.,RT @thaboyjozu: It’s April but the only fool is me
220,RT @Si_m_1xo: A young man missing from the Kensal Road/Ladbrooke Grove area since monday. Please share. https://t.co/eYQtFJxeen,RT @LadeBackk: Take a break from trading. This Friday is Good. https://t.co/sSOyLSAWju,RT @lambeth_council: March / April borough-wide Children’s Centre newsletter for families with children under 5 with information about spec…
221,"RT @imgrund: MONDAY, MARCH 29th: ONTARIO REGIONAL COVID-19 RISK ASSESSMENT

⚠️ RISK ASSESSMENT ⚠️
    🏫 Schools
    🎊 Gatherings

⭐️⭐️ http…","@open071 Good morning Joe..
Happy Friday to you too..😂😂🥰","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
222,Monday fun day! 🎾 https://t.co/GVPMB3LQHo,RT @albamonica: Church bells toll in the background as we near 3 pm on this Good Friday with the tragic update that a United States Capitol…,"RT @LAGuerrillas: It's always about making some noise, and you can't do that without the best. 

@ASTROGaming has you covered in our LA Gue…"
223,RT @nytimes: The U.S. would generate enough clean electricity to power 10 million homes under a plan that the Biden administration announce…,Friday night music on BBC4 knocking it out of the park tonight. Fleetwood Mac followed by some 60s prog rock. Stunning...,RT @thaboyjozu: It’s April but the only fool is me
224,"RT @jywhittaker: @CampbelltownSA held a well attended and lively forum on Monday pm attended by residents, 5 councillors &amp;  @VincentTarzia…","Friday recap after a SENIOR DAY sweep at the TTC. 🤘

https://t.co/cBj9rsC6OG","@RonMilnerBoodle Omg😂🤣😂🤣😂 
April fools or just a fool🤔

She's a #Badass https://t.co/K4vxkOajQj"
225,"RT @JurassicOutpost: Happy Monday! We've partnered with @VicePressNews  for a giveaway, and you could win this limited edition Jurassic Par…",RT @REIMERholics: Trudeau's message for Ramadan vs Trudeau's message for Good Friday. https://t.co/42uPpaRbSL,"RT @NEW___HIDEE: Volume Up.

""...Our Deungyoonie really grew up well (ft. Yoon Jong Shin) 

God Seungyoon, who even went to April Fool's da…"
226,@JonKadon You're asking this on a MONDAY??,RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @frankcottrell_b &amp; retweet by 6pm 4/3 for a chance to win #SputniksGuideToLifeOnE…,"RT @broadcastben_: WOW! A deer smashes through the windshield of a school bus this morning, and lands on top of a student trying to sleep.…"
227,"@skephaloed - face id bitch
- singing sunshine
- ""you should've just denied my stupid staff application""
- bad sayi… https://t.co/Kz6ZgtVGb9","RT @JennaEllisEsq: Amazing day with @realDailyWire! 

Excited to join @MattWalshBlog and @robbystarbuck with @RealCandaceO FRIDAY on her ne…",Current Salt Lake / Davis County Air Quality: Green(Good) as of April 1 @ 5:00 PM. PM 2.5: 9.1
228,"Another Monday! It's March 29, 2021 at 04:59PM Visit Chamchans to watch Kdramas",RT @LauraBundesen: Day 2 #SciArtTweetStorm - ‘Pink Skies’ 36x36 AND happy Friday everyone 🤩🧠❤️ https://t.co/12CBpaBhGX,RT @haveigotnews: Keir Starmer gets in on the April Fool’s Day fun by pretending to oppose the government on several key issues.
229,"RT @mitsyarty: Dear @BorisJohnson,

What are you and your Govt going to do to help that poor teacher and his family in #Batley?
It's a worr…",Good evening and thanks to all who read/shared last night’s #shorty. I hope Friday is treating you gently. https://t.co/R0VdvpN1U2,RT @voniotres: I wanna break up wit my bitch for April Fools but highkey i might be on my last straw wit her so ima be normal
230,RT @houseofade: Mac Miller Monday 🖤 https://t.co/EYr9eiHuU3,@RidleyHowell Happy Friday. Have a great weekend. ❤️🐶🥰,RT @Heydavinaa_: no April fools jokes pls. nothing is funny right now.
231,Monday 03/29/21 (DRAW NUMBER: 119094) 6,"Good Friday pub crawl tradition! 🍺 @ Stawell, Victoria https://t.co/zKNgSvwPew","RT @enocbwaap: i wish i could say april fools for this but i can't get a refund on my time, mora, and talent materials https://t.co/9aZM47E…"
232,"RT @Jonesieman: A judge ruled Monday that New York must offer vaccination to those incarcerated in the state's prisons and jails. 

She sai…","Powerful Good Friday sermon. Jesus alone was steadfast, resolute and unwavering as He went to the cross. https://t.co/Ds4Y101Y1y","I shed a single tear, hope its an April Fools joke.
Its not.
I drive home sad and hungry.
The End."
233,"@OnlyFansTeacher Easter sale now on! 🐰
Pay sub fee only(everything on page - some mass messages charged) 
5 photos… https://t.co/RRcy3STmLi","RT @globeandmail: Good Friday still a big deal in Newfoundland and Labrador, even in a pandemic https://t.co/SWhAC5Iuhw","RT @stellaris_22: [ARTICLE] MAMAMOO Wheein solo comeback with 1st mini album 'Redd' on April 13th @RBW_MAMAMOO 

""Redd"" means, ""Let's clean…"
234,@Fourxplay32 What is Monday?,"Friday afternoon drinks at the Establishment in Grangeville, Idaho! 🥃🌲 https://t.co/oZ7cxEMsGU https://t.co/qRN3BNveIm",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
235,"I Prefer my Shade under Palm Trees 🌴 &amp; a Warm Breeze ☀️
•
#VibeKing🤴🏽
#JustVibe⚡️
#SanJuan
#PuertoRico🇵🇷
#MONDAY @… https://t.co/hp4ex2ltKP",why isnt good friday called cruicifriday,RT @CatholicSat: Still the best April Fool's ever ... https://t.co/4ICPHhPhwj
236,"RT @imgrund: MONDAY, MARCH 29th: CANADIAN VACCINE TRACKER

🇨🇦 NATIONAL &amp; PROVINCIAL 🇨🇦
   💉 Vaccination Rates
   🚚→🧊→💉 “Gap Tracker”

⭐️⭐️…",RT @CynthiaSchwind: 🎉🎉Friday Night Raffle 🎉🎉Follow author @barbaraoconnor &amp; retweet by 6pm 4/3 for a chance to win #Wish 💜🌟💜🌟💜🌟💜🌟💜🌟💜🌟💜🌟💜🌟💜🌟…,RT @dj_peejaay: Best APRIL FOOL video I’ve seen today 😂 😂 😂  https://t.co/TjO6U9J7WT
237,"RT @Biggity04: Monday Stack Sale
Lot 7
$0.50 each 

1-4 cards $1 PWE
5+ cards $4 BMWT
@HobbyConnector @Hobby_Connect @sports_sell https://t…",RT @kfjoanes: We are saved not by what we do but what Christ has done on the cross - Blessings to you all on this Good Friday https://t.co/…,@Kristennetten A few April Fools might...
238,RT @Stacy_Haiduk: Today try not to stress over things you have no control over!  Enjoy your Monday! Love &amp; Light! Xoxo🤗👑❤️ https://t.co/Rbt…,"@MysterySolvent Drink of Choice is Cream Soda Dr.Ppr , Currently takin a Herb Break from washin dishes &amp; then it's… https://t.co/S7exev1SSO","Dam it’s April fools, reminds me of when I was a fool for you 😔 LMAOO"
239,Messy hair Monday’s and bath night 💓 https://t.co/MghczTNQ9N,"Advertise your NFT on https://t.co/fQpNhV7Hqo

#forevertise #ethereum #Bitcoin #Dapps #ETH 

Good friday… https://t.co/H4Jk16WXb3","RT @dog_feelings: i wasn’t a good dog today

april fools. i was so good"
240,"Wow. NY vaccine progress, wings that came out perfectly, black Mets jerseys, my hard-to-find beer finally back in m… https://t.co/UuNSeWj6uh","@eventhorizon451 @YouTube Oh, this looks like fun!!!  And he looks so great.  Those eyes peering over the glasses.… https://t.co/rghTSx4P2B",Participate in the April #Webull event to win awesome prizes! 4000 shares of TSLA stocks are waiting to be claimed. https://t.co/dL7IzQXCH2
241,"RT @jayfIirts: Basically, the radio show with enhypen will air every monday at the exact same time for about an hour. Ni-ki's going to be a…",RT @SVegasWrestling: @SVegasWrestling Episode 28 live streaming tomorrow (Friday) at 6PM UK time on the Skeg Vegas Wrestling YouTube channe…,At the end of February we collected 670 petition signatures against the UA entering Phase 2 of its COVID reentry pl… https://t.co/UMWTwc3T8o
242,"RT @IZONEGLOBALTWT: 📸 [PHOTO] 210329 IZ*ONE official Instagram update with Monday Fairy Wonyoung

🔗 https://t.co/Lp4Qb31xK9

#IZONE #아이즈원 #…",RT @GlennonMarkE: Friday night massacre for Illinois students and taxpayers: https://t.co/52tkSJuPQR,got april fools pranked by my union... i’m pro right to work laws now
243,RT @LvLUpLive: NOW LIVE! You made it though Monday! Now come hang out with @KourtsideKing and @Phiask0 to get all the latest #gaming and #e…,RT @JohnFugelsang: This Good Friday remember that if there was no Death Penalty Jesus might still be around.,RT @userjsc: was sm founded on april fools bc their entire company is a joke
244,RT @ThatNeilJ: Hey everyone! It's Monday night which means Let's Play Monday! We're gonna start a little early today because I want to play…,"RT @stanworld_twt: Hey guys, are you enjoying your Friday? We are here to bring you Today’s Current Ranking! Through the difficult past day…","RT @janae_page13: Save the date📌

This is the play for April 17th

I heard DJ Slick gon get us right 🔥

Contact @kenn_PHE for further detai…"
245,"RT @yashar: NEWS

Ghislaine Maxwell was charged on Monday for the first time with sex-trafficking of a minor, as federal prosecutors accuse…","RT @helloDW_: It is Friday and I wish a bobaaaaaaaaa 🧋

Kigu made by @lilybatcosplay !!!
#monsterhunter #monsterhunterrise #mhrise #monhun…","RT @Qdears20211: @KevanKenney BE WITH ME by DIMASH
 starting with April 2
Listen on Spotify💯

REQUEST @dimash_official @MTV #FridayLivestre…"
246,"RT @DNPthree: Like this tweets for $100 - winner chosen in 60 minutes at start of stream.

Tonight we’re doing giveaways and one lucky view…","RT @RichardGrenell: It’s Friday and hope is lost....

Death seems to have won,
Judas has betrayed Him,
His best friend denied Him,
His moth…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
247,"RT @jayfIirts: Basically, the radio show with enhypen will air every monday at the exact same time for about an hour. Ni-ki's going to be a…",@HirezOps Always on a friday smfh,RT @JimHalpert__: no April Fool’s prank will ever top this 😂 https://t.co/hmyDuB5VRF
248,Monday jam: Midnight Midnight | Mickey Baker | https://t.co/VGlCmFAj4t #blues,"RT @stanworld_twt: Hey guys, are you enjoying your Friday? We are here to bring you Today’s Current Ranking! Through the difficult past day…",RT @ArfanKHXN: I really ain’t see no April fool jokes😂😂😂 mfs was dead serious about shit not being funny this year 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂…
249,It’s Monday Join us tonight 6pm PST with @BettingInHeels @XkalcammyP @MaddenThejo on Hu$tleNGrind with amazing Host… https://t.co/wVpBesOAjl,45 Mins of FUNK! Funk Friday w/Garrett Shider! https://t.co/tUTU8oL9b5,RT @dore_report: Happy April Fools Day! Carey Spear fooled everyone on this trick play 😎 https://t.co/Nc3YQeIsP9
250,"RT @dekilahdivine: Here's a cure for your Monday Blues. It's peach flavored. 🙂🍑 
RT if it made your day better.

If you need a stronger dos…","RT @Outriders: End of Friday Launch News Roundup - a Thread (1/3) 👇

Apparently we had some server problems? You probably weren't aware. 👀…","RT @MySeikatsu: Happy April Fool's Day

#AprilFoolsDay #AprilFools #amongus #AmongUsfanart #ArtistOnTwitter https://t.co/qDoDX1MMxz"
251,RT @HanesCrystal: Happy Monday Loves https://t.co/jm54x7Lv47,"RT @BGEA: In a special Easter message, @WillGraham_4 explained the full meaning behind #GoodFriday—and how the historic day has the power t…",RT @kyliesomasis: [posts a version of amen brother without the drum break] april fool :}
252,We are off next Monday night and we will see everyone back here on the 12th when @BrandonBeckEDU guest moderates… https://t.co/UfACmZLY97,@MysterySolvent Watching “ Lost” for the umpteenth time and if I’m feeling crazy having a wild berry Izze ( a type… https://t.co/iXQ954zG7m,RT @fornatron: Yooo!!! This is NOT an April fools joke! Tonight I will be guest spotting on the coveted @TSGPLive ! Come check out the man…
253,Fourteen different players scored a goal and 15 had at least one point as No. 8 @CatholicU_WLAX posted a 21-9 road… https://t.co/NzcoLJfWCg,RT @MrAndyNgo: The man responsible for the deadly Good Friday Capitol Hill attack was a devout follower of Louis Farrakhan &amp; the black nati…,"RT @natotally: There's been some misinformation going around about Pervis Payne. Payne is NOT being executed on April 9th, that is when his…"
254,"RT @_PapiAce: I met this one girl on Monday, we talked all day and and the next and she wanted pizza from Chicago so that weekend I flew us…",RT @RebeccaRocka: It’s Good Friday and Easter is in the air 🐣🐇... Although some people are being mean to me with their tweets for no reason…,april fools jokes aren't supposed to be cruel https://t.co/ADUam1TmqB
255,@tsquared529 @CarlosQ200 @bkzproblemchild @Ron51416700 @LexxDaTurtle @PWrites @uncle_rjs @mizz_tae @DreaVegas… https://t.co/AHQeHNchja,RT @Nkanyiso_tm: groove on good friday?? dont you have a family bro😭,Listen ye firm of yank bastards April fools has finished stop lashing up major shit
256,Arvada Rocks Radio - Monday Nights With Lew,RT @ThomasWenski: ADOM :: Our 'way' should also be the cross https://t.co/UJjLfQUMdt https://t.co/zTLQjSPdys,"RT @OhItsK32: April will be filled with happiness. 
April will be filled with positivity. 
April will be filled with progress. 
April will…"
